"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M2257F7M","report","2019","European Parliamentary Research Service","Technological innovation for humanitarian aid and assistance","","","","","https://www.europarl.europa.eu/RegData/etudes/STUD/2019/634411/EPRS_STU(2019)634411_EN.pdf","","2019","2023-10-03 07:56:55","2023-10-03T07:56:55Z","","","","","","","","","","","","","European Parliament","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMXPVWVK","journalArticle","2021","Neves, Diana; Baptista, Patrícia; Pires, João M.","Sustainable and inclusive energy solutions in refugee camps: Developing a modelling approach for energy demand and alternative renewable power supply","Journal of Cleaner Production","","0959-6526","https://doi.org/10.1016/j.jclepro.2021.126745","https://www.sciencedirect.com/science/article/abs/pii/S0959652621009641","In long-term emergency operations such as refugee camps, humanitarian aid faces logistical and budgetary limitations. Thus far, the energy systems that supply these operations are designed with little insight on demand needs, leading to the deployment of standardized fossil-dependent solutions which, albeit presenting low investment costs, are pollutant and often inefficient. This work applies a multi-disciplinary methodology to develop an energy demand modelling framework for Tier 0 refugee camps, and assesses the implementation of alternative power supply systems. It does so by not only focusing on its techno-economic feasibility, but equally through investigating the challenges on adoption in the specific context of refugee camps, by undertaking interviews with relevant stakeholders in the humanitarian sector. The modelling application has been performed for the Mantapala refugee camp, in Zambia, enabling the comparison of different combinations of power supply systems against current diesel-based solutions, using HOMER software. Results show that the implementation of hybrid renewable energy systems is viable, both technically and economically, with energy costs being reduced up to 50%, with paybacks lower than five years. However, from the interviews performed, some non-technical constraints that may hinder the adoption of these systems in refugee camps were identified, such as uncertainty, lack of funding and difficulties on risk-sharing collaborations. As such, a discussion focused on possible strategies that may help overcome these barriers is presented.","2021-05-20","2023-10-03 07:56:55","2023-10-03T07:56:55Z","","126745","","","298","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZVWYIIJ","journalArticle","2017","Cerrada, Marta Irene Feria","Photovoltaic Microgrid Business Models for Energy Delivery Services in Camps for Displaced People","","","","","https://jhe.ewb.org.au/index.php/jhe/article/view/93","Energy services are essential for the protection of basic human rights and dignity. Since 2014, energy issues have been incorporated in the United Nations High Commissioner for Refugees (UNHCR) global protection strategies. Off-grid solar photovoltaic (PV) power solutions can now provide cost-effective clean electricity in camps comprising large populations of internally displaced people and/or refugees. Through microgrid modelling and risk analysis, business models that could provide affordable and appropriate energy to displaced communities are outlined in this paper. The proposed PV microgrid build-own-operate (BOO) business models for camps of displaced populations consider providing for household and institutional demands, and a combination of the two. It is concluded that sustainable energy services can be provided to humanitarian agencies to power their compounds and community services such as health clinics and administrative centres. A fixed tariff of US$1/kWh is viable provided: the local fuel prices are greater than US$0.6/L at the point of use, and the capital costs of a backup or existing diesel generator are already covered. A fixed price tariff mitigates running costs for humanitarian agencies. In addition, by leveraging the institutional energy demands, basic electricity services to up to 500 households for mobile phone charging and lighting could be provided for a monthly tariff of US$1.5 per household, which is favourable compared to the estimated of US$4 monthly cost of kerosene for a typical displaced person’s household. The proposed solution will reduce costs and improve the sustainability of humanitarian operations while achieving the UNHCR goals by providing electricity to displaced persons for lighting and communications.","2017","2023-10-03 07:56:52","2023-10-03T07:56:52Z","","","","2","5","","","","","","","","","","en","","","","","Zotero","","","","","","ACCESS: Open Access; PROJECT STEP: Design; TOOLS: Technical Approaches; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMDY3WF","report","2018","Cross, J.; Martin, C.; Douglas, M.; Ray, C.; Verhoeven, G.; Okello, A.; Njoki, E.; Rosenberg-Jansen, S.; Severin Lebongo-Onana, A.; Yemtim, A.","The Lived Experience of Energy and Forced Displacement","","","","","https://www.pure.ed.ac.uk/ws/portalfiles/portal/74749908/JO3_Exec_Summary_The_Lived_Experience_of_Energy_and_Forced_Displacement_4_.pdf","","2018","2023-10-03 07:56:12","2023-10-03T07:56:12Z","","","","","","","","","","","","","Practical Action","","","","","","","","","","","","","ACCESS: Open Access; BASIC TOOLS; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQE42NX2","book","2018","Denzin, Norman K.; Lincoln, Yvonna S.","The SAGE handbook of qualitative research / edited by Norman K. Denzin, Yvonna S. Lincoln","","","","","https://us.sagepub.com/en-us/nam/the-sage-handbook-of-qualitative-research/book242504","","2018","2023-10-03 07:56:12","2023-10-03T07:56:12Z","","","","","","","","","Handbook of qualitative research","","","","Thousand Oaks, Calif. London : SAGE","Thousand Oaks, Calif. London","","","","","","","","","","","","ACCESS: Open Access; BASIC TOOLS; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","5th ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6EED9S9","report","2021","elrha","From knowing to doing: evidence use in the humanitarian sector (Executive Summary)","","","","","https://www.elrha.org/wp-content/uploads/2021/06/Elrha-R2HC-From-knowing-to-doing-ExecutiveSummary.pdf","","2021","2023-10-03 07:56:12","2023-10-03T07:56:12Z","","","","","","","","","","","","Elrha learning paper","","","","","","","","","","","","","","ACCESS: Open Access; BASIC TOOLS; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6QP6MZU","book","2004","Alan Bryman","Social Research Methods","","","","","https://www.amazon.de/-/en/Alan-Bryman/dp/0199588058","","2004","2023-10-03 07:56:12","2023-10-03T07:56:12Z","","","","","","","","","","","","","Oxford University Press","","","","","","","","","","","","","ACCESS: Open Access; BASIC TOOLS; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MA99QXT5","webpage","2023","Loop","Talk To Loop | Community feedback made easy","","","","","https://talktoloop.org/about-us/global-team","Loop's Global team is a dispersed group of professionals from all over the world, working in different organisations, leveraging their networks and knowledge to ensure Loop delivers on our mission.","2023","2023-10-03 07:55:30","2023-10-03T07:55:30Z","2023-04-18 15:44:19","","","","","","","","","","","","","","en","","","","","","","","","","","ACCESS: Paid Service; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7X28J53","journalArticle","2004","Rodgers, G.","Hanging out with forced migrants: methodological and ethical challenges","Forced migration review","","","","https://www.fmreview.org/return-reintegration/rodgers","","2004","2023-10-03 07:55:20","2023-10-03T07:55:20Z","","","","","","","","","","","","","","","","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95QRYCQ8","blogPost","","Mapping For Rights","Participatory Mapping","","","","","https://www.mappingforrights.org/participatory-mapping/","Also referred to as ‘community mapping’, it is based on the premise that local inhabitants hold accurate knowledge of their customary (and otherwise usually unrecorded) tenure of forests, as well as expert knowledge of their local environments which can be expressed in maps which are easily understandable. Maps created by local communities represent the place in which they live, showing features communities themselves perceive as important such as customary land boundaries, how they use the forest, sacred areas, and so on. The process used to create participatory maps can be very valuable in itself. They are planned around a common community goal and should be made with input from an entire community. The result is a product that represents the knowledge of the entire community. Participatory mapping can use a variety of different techniques, ranging from ‘earth maps’ (usually a drawing in sand in a communal space in a village) to sophisticated digital maps using a GIS (geographic information system). Where the maps are intended to inform outside groups, they follow recognised cartographic conventions. It is a powerful tool that allows remote and marginalised communities to represent themselves spatially, bringing their local knowledge and perspectives to the attention of governmental authorities and decision-makers.","","2023-10-03 07:55:20","2023-10-03T07:55:20Z","2023-03-28 10:17:34","","","","","","","","","","","","","","en-GB","","","","","","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VPWFBJZ","journalArticle","2018","Budig, Kirsten; Diez, Julia; Conde, Paloma; Sastre, Marta; Hernán, Mariano; Franco, Manuel","Photovoice and empowerment: evaluating the transformative potential of a participatory action research project","BMC Public Health","","1471-2458","10.1186/s12889-018-5335-7","https://doi.org/10.1186/s12889-018-5335-7","Photovoice is a visual research methodology with the intention to foster social change. Photovoice has been used to investigate change in empowerment in vulnerable communities, However, the individual experience of participants involved in Photovoice projects is seldom scrutinized. Our aim was to explore and describe the individual experiences of the female individuals who participated in a previous Photovoice project. We analyzed a change in the women’s empowerment in terms of: 1) gain in knowledge and skills, 2) change in self-perception, and 3) access to and use of resources.","2018-04-02","2023-10-03 07:55:20","2023-10-03T07:55:20Z","2023-03-28 10:17:05","432","","1","18","","BMC Public Health","Photovoice and empowerment","","","","","","","","","","","","BioMed Central","","","","","","ACCESS: Open Access; PROJECT STEP: Design; PROJECT STEP: Implementation; PROJECT STEP: M&E; PROJECT STEP: Needs Assessment; PROJECT STEP: Stakeholder Mapping; TOOLS: Participatory Approaches; USEFUL FOR: Community; USEFUL FOR: NGO/Other; USEFUL FOR: Policy/Governments; USEFUL FOR: Private Sector; USEFUL FOR: UN/INGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
